train_data1,train_data2,train_data3,train_data4,train_data5,train_data6
0.428381372890606,0.334335167983223,0.250000000000001,0.177900702942991,0.119364378515658,0.00625
0.117537397457837,0.233445363855904,0.346117057077494,0.453990499739547,0.555570233019604,0.00625
0.996917333733128,1,0.996917333733128,0.987688340595138,0.972369920397676,0.025
0.000598866149291623,1.82191631860885e-62,0.000598866149291688,0.00911862710939496,0.0424802495568954,0.05
0.15643446504023,0.309016994374946,0.453990499739545,0.587785252292471,0.707106781186547,0.1
-0.809016994374948,-0.760405965600031,-0.707106781186548,-0.649448048330184,-0.587785252292473,0.1
-0.923879532511287,-0.931214934758804,-0.938191335922484,-0.944806046466878,-0.951056516295154,0.025
-0.872496007072797,-0.881921264348355,-0.891006524188368,-0.899748284052221,-0.908143173825081,0.025
-0.809016994374948,-0.852640164354093,-0.891006524188368,-0.923879532511287,-0.951056516295154,0.025
0.951655382444446,0.987726234834463,1,0.987726234834463,0.951655382444445,0.05
2.24927940568994e-64,3.78942393253362e-05,0.000598866149291657,0.00296989444237524,0.00911862710939478,0.1
0.0424802495568948,0.0745315935936672,0.119364378515657,0.177900702942989,0.25,0.025
0.428381372890605,0.380346866404407,0.334335167983222,0.290768505289531,0.25,0.025
0.453990499739548,0.309016994374949,0.156434465040233,1.22464679914735e-16,-0.15643446504023,0.1
0.587785252292473,0.522498564715949,0.453990499739548,0.382683432365091,0.309016994374948,0.1
0.428381372890608,0.63026550184937,0.818135621484343,0.951655382444446,1,0.05
0.980877581765526,1,0.980877581765526,0.925328113903963,0.838570235196908,0.1
0.951056516295153,0.891006524188367,0.809016994374946,0.707106781186548,0.587785252292472,0.05
0.0952699361691366,0.0745315935936678,0.0570019051745824,0.0424802495568951,0.0307216677048793,0.00625
0.404140204388275,0.380346866404407,0.357060219444153,0.334335167983221,0.312222458679209,0.00625
0.25,0.428381372890608,0.63026550184937,0.818135621484343,0.951655382444446,0.025
0.604949687464165,0.477953368534225,0.357060219444154,0.250000000000001,0.161969897428026,0.0125
0.00911862710939493,0.000598866149291677,2.24927940568994e-64,0.000598866149291634,0.00911862710939455,0.1
0.555570233019602,0.587785252292473,0.619093949309834,0.649448048330184,0.678800745532942,0.0125
0.972369920397677,0.962455236453647,0.951056516295154,0.938191335922484,0.923879532511287,0.05
0.380346866404407,0.334335167983222,0.290768505289531,0.25,0.212309409561686,0.0125
-0.760405965600031,-0.707106781186548,-0.649448048330184,-0.587785252292474,-0.522498564715949,0.05
0.000190855324707684,3.78942393253345e-05,2.37570782822765e-06,2.24927940568994e-64,2.37570782822759e-06,0.1
0.987688340595138,1,0.987688340595137,0.951056516295153,0.891006524188367,0.1
0.923879532511287,0.931214934758803,0.938191335922484,0.944806046466878,0.951056516295154,0.1
-0.290284677254464,-0.382683432365091,-0.471396736825998,-0.555570233019603,-0.634393284163645,0.1
-0.707106781186548,-0.649448048330184,-0.587785252292474,-0.522498564715949,-0.453990499739547,0.0125
0.980785280403231,0.995184726672197,1,0.995184726672197,0.980785280403231,0.00625
0.0214466094067262,0.00911862710939455,0.00296989444237516,0.000598866149291634,3.78942393253323e-05,0.00625
-0.137012341681968,-0.117537397457838,-0.0980171403295606,-0.0784590957278447,-0.0588708036511888,0.00625
0.996917333733128,1,0.996917333733128,0.987688340595138,0.972369920397676,0.0125
-0.233445363855906,-0.271440449865075,-0.309016994374948,-0.346117057077493,-0.38268343236509,0.00625
0.00911862710939478,0.0214466094067263,0.0424802495568955,0.0745315935936679,0.119364378515658,0.1
0.987688340595138,0.993068456954926,0.996917333733128,0.999229036240723,1,0.05
-0.938191335922484,-0.972369920397677,-0.993068456954927,-1,-0.993068456954926,0.025
0.0424802495568949,0.0745315935936671,0.119364378515658,0.177900702942989,0.25,0.025
0.893976418630742,0.818135621484344,0.728553390593274,0.63026550184937,0.528522093333215,0.025
0.579500469890532,0.428381372890606,0.290768505289532,0.177900702942991,0.0952699361691367,0.025
-1.22464679914735e-16,-0.0196336924606285,-0.0392598157590685,-0.0588708036511895,-0.0784590957278451,0.05
0.972560775722385,0.893976418630744,0.774757290930045,0.630265501849368,0.477953368534227,0.025
0.76040596560003,0.707106781186548,0.649448048330184,0.587785252292473,0.522498564715948,0.0125
0.893976418630742,0.951655382444445,0.987726234834463,1,0.987726234834463,0.00625
0.951056516295153,0.987688340595138,1,0.987688340595138,0.951056516295154,0.05
0.25,0.119364378515656,0.0424802495568945,0.00911862710939459,0.000598866149291634,0.0125
-0.96759909236026,-0.962455236453647,-0.956940335732209,-0.951056516295154,-0.944806046466878,0.00625
0.0424802495568948,0.0745315935936672,0.119364378515657,0.177900702942989,0.25,0.00625
0.951056516295154,0.923879532511287,0.891006524188368,0.852640164354093,0.809016994374948,0.025
0.0424802495568949,0.057001905174582,0.0745315935936672,0.0952699361691366,0.119364378515658,0.05
0.428381372890606,0.380346866404408,0.334335167983221,0.290768505289531,0.25,0.0125
0.996919709440956,0.987726234834463,0.925328113903961,0.818135621484342,0.680169716035063,0.1
-0.15643446504023,-0.117537397457837,-0.0784590957278447,-0.0392598157590685,0,0.025
0.453990499739547,0.587785252292471,0.707106781186548,0.809016994374947,0.891006524188367,0.0125
0.587785252292474,0.45399049973955,0.309016994374947,0.156434465040233,8.57252759403147e-16,0.05
-0.820401443525513,-0.809016994374947,-0.797320653772707,-0.785316930880745,-0.773010453362737,0.00625
0.980877581765526,0.987726234834463,0.993080468527173,0.996919709440956,0.999229184837002,0.00625
0.972560775722384,0.980877581765526,0.987726234834463,0.993080468527173,0.996919709440956,0.1
0.956940335732208,0.923879532511287,0.881921264348355,0.831469612302545,0.773010453362737,0.0125
0.797320653772707,0.809016994374947,0.820401443525513,0.831469612302545,0.842217233716286,0.0125
0.0745315935936675,0.0653770586620289,0.0570019051745822,0.0493794544445628,0.042480249556895,0.00625
0.893976418630743,0.910252592953814,0.925328113903962,0.939146413661246,0.951655382444445,0.025
0.00911862710939474,0.0214466094067264,0.0424802495568951,0.0745315935936678,0.119364378515659,0.0125
0.81813562148434,0.951655382444444,1,0.951655382444446,0.818135621484343,0.1
0.630265501849367,0.528522093333213,0.428381372890604,0.334335167983221,0.25,0.025
0.972369920397677,0.951056516295154,0.923879532511287,0.891006524188368,0.852640164354093,0.0125
-0.0196336924606282,0,0.0196336924606282,0.0392598157590685,0.0588708036511888,0.1
0.0424802495568949,0.0745315935936671,0.119364378515658,0.177900702942989,0.25,0.00625
0.428381372890605,0.477953368534227,0.528522093333215,0.579500469890531,0.630265501849369,0.025
0.925328113903962,0.893976418630744,0.85806889464449,0.818135621484342,0.774757290930044,0.0125
0.357060219444154,0.380346866404407,0.404140204388276,0.428381372890605,0.453007782838743,0.0125
0.0424802495568951,0.0745315935936678,0.119364378515659,0.177900702942991,0.25,0.05
0.271440449865074,0.309016994374947,0.346117057077492,0.38268343236509,0.418659737537428,0.05
0.760405965600031,0.809016994374947,0.852640164354092,0.891006524188367,0.923879532511287,0.05
0.999229184837002,0.996919709440956,0.993080468527173,0.987726234834463,0.980877581765526,0.0125
0.477953368534226,0.503148862727441,0.528522093333214,0.553998300158984,0.579500469890531,0.05
1,0.996919709440956,0.987726234834463,0.972560775722384,0.951655382444445,0.00625
-0.996917333733128,-0.993068456954926,-0.987688340595138,-0.98078528040323,-0.972369920397677,0.025
-0.987688340595138,-0.951056516295153,-0.891006524188367,-0.809016994374946,-0.707106781186548,0.0125
0.309016994374948,0.382683432365091,0.453990499739546,0.522498564715949,0.587785252292473,0.0125
0.00296989444237524,0.00911862710939474,0.0214466094067264,0.0424802495568951,0.0745315935936678,0.0125
-0.555570233019603,-0.471396736825999,-0.38268343236509,-0.290284677254463,-0.19509032201613,0.05
-0.962455236453647,-0.951056516295154,-0.938191335922484,-0.923879532511287,-0.908143173825081,0.025
0.891006524188368,0.923879532511287,0.951056516295154,0.972369920397676,0.987688340595138,0.0125
0.0424802495568949,0.0745315935936672,0.119364378515657,0.177900702942989,0.25,0.1
