train_data1,train_data2,train_data3,train_data4,train_data5,train_data6
-1,0,1,0,1,0.025
-0.951270056813506,0.750993999183969,-0.514722870215275,-2.27631012749527,-1.24272655138211,0.1
0.176004473574476,0.430610287654526,0.499842376799312,-0.237351271844923,-0.810308473609678,0.0125
-0.460498857173585,2.13447918458926,0.344389709687562,-1.03266936708299,-1.31883597444701,0.0125
0,0,0,-1,1,0.1
-0.175174164809085,1.484191243055,0.675019890097973,0.335646392368403,2.04928474757747,0.00625
0,-1,1,1,0,0.1
1.4343433288799,2.47023745003868,-1.55376679631337,0.0096370160943168,-0.255885456175899,0.00625
0,1,1,0,0,0.1
0.295893929104787,-0.175391074578055,0.360827774945374,0.830803519385086,-0.770505150319078,0.025
-0.167842537385683,-0.835181267459132,0.325403562648962,-0.33858005012937,0.746140998774847,0.0125
0,0,1,1,1,0.1
0,0,1,0,1,0.1
0,0,1,0,1,0.025
0,0,-1,1,0,0.0125
0,0,0,-1,1,0.025
0,0,0,-1,0,0.025
0.39710554958881,2.02908208612584,0.47761601121219,-0.989268613527857,1.29599149074115,0.0125
0,0,1,1,0,0.05
1,0,-1,1,0,0.1
0,1,1,0,0,0.0125
0,0,1,1,0,0.025
-0.644795186967997,0.807712886486344,1.51753995611089,1.26243395633214,0.674490529791678,0.00625
0.697979146297469,0.972540835506552,-0.550941362945154,-1.77292811988291,0.390330072355497,0.00625
-0.0937836385199188,0.0249406619616574,-0.422197130893506,-0.221190923238869,1.78001302081375,0.05
0,0,0,-1,0,0.0125
0,0,0,-1,1,0.025
0,1,-1,-1,0,0.1
0,0,0,-1,-1,0.1
-0.493151666134567,-0.952822974201321,0.970416672400564,-0.585386891308723,0.508411673361884,0.025
1,1,0,0,-1,0.025
1.01203555209761,-0.158272117228263,-0.923463673669728,-0.350093318368204,-0.754295313513085,0.025
-0.506581649577491,-0.352057231572532,0.752626934506595,0.77164687917821,2.1601565932889,0.00625
0,-1,1,0,-1,0.00625
0.964761852445197,0.711451417721028,-0.128495466852272,-0.510998112989867,1.56413270593711,0.1
0,0,-1,-1,0,0.05
0,0,1,0,0,0.1
0,0,0,0,-1,0.025
-0.0850055486738258,-1.22774273348879,0.0869520023228301,-0.415732964069259,-0.985505532148332,0.1
-0.535888210410672,0.588151726231737,-1.18637341271422,-0.916880074707244,1.13448949220779,0.025
0.946645251847182,-0.863736256245336,-0.143239109001013,-0.622460170058568,0.935684546716187,0.025
-1.32293408166611,0.539566348186628,0.834870956936909,0.0669693370998885,0.338726762631563,0.1
0,0,-1,0,-1,0.00625
0,0,1,0,0,0.05
0,0,0,-1,1,0.0125
0.062689432236107,0.483517610537714,2.13906101947334,0.725574505634182,-0.00866399526166088,0.0125
0,0,0,0,0,0.025
0,0,1,0,1,0.05
0,0,-1,1,1,0.05
0,0,0,0,-1,0.00625
-1,-1,1,-1,0,0.025
-1.82407039517113,0.00393160308915243,-2.8360911549339,-2.03949094624498,0.0397394227239611,0.1
0.525695674804782,1.52170008964153,-0.82216737640656,0.0819758574483567,0.325962037404306,0.00625
0.178763616649129,0.507475190951022,0.209913352125401,-0.63062272775214,-0.516097709462688,0.025
-0.432261557940935,0.736583989991584,-0.629219029130695,1.99311226168957,-0.514293576620824,0.00625
-0.528724235421189,0.65668451915582,-0.251198304883709,0.822150237467775,1.41037217594984,0.00625
0,0,-1,-1,0,0.0125
0,0,-1,1,-1,0.0125
-0.417718327482522,-0.96724666351475,1.50586477101323,-1.28213977380472,-0.115378522926656,0.1
0.994067395868658,-0.0936928980021409,-0.226397520713796,0.228623624729819,0.720610652447783,0.00625
0,-1,1,1,0,0.00625
0,0,0,1,1,0.0125
0,1,0,0,-1,0.0125
0,1,1,0,1,0.1
0,-1,-1,1,0,0.0125
0,0,0,0,-1,0.1
1.99991389657116,-0.773420917192469,0.386313659949729,2.71572582395151,1.51881969296177,0.0125
0,0,-1,1,0,0.0125
0.415428384254664,-0.576418660949442,2.35297745928701,2.57130919147771,0.819271516937864,0.00625
0,0,0,0,0,0.0125
0.686794332498358,-0.781276386303277,-0.267375275404817,-0.00702437430413802,0.477812210586923,0.00625
0,-1,0,1,1,0.1
-1.56410646585624,-0.122037024535439,1.49046113488842,0.0855875576430228,-0.662896120624159,0.1
0,0,1,-1,-1,0.1
0,0,0,1,1,0.05
-0.901614345218027,0.386716869638421,-0.362852144347315,0.333974060710083,-0.943722262987609,0.0125
0.954722079715646,-1.25115697866025,0.611517439558498,-1.02905525180081,-0.588792731608531,0.05
-1.72335756457174,0.747874953237671,-0.670320715157124,0.948357553241249,-0.21348751389643,0.00625
0,0,0,0,-1,0.05
0,0,1,-1,1,0.05
-0.212059616651734,3.04278975919113,0.619257280499567,-0.12372077264736,1.37304736951524,0.1
0,0,-1,0,1,0.05
0,1,0,-1,-1,0.05
0,0,0,0,1,0.0125
-1.35483941667332,-0.131786213951378,0.310081662807069,1.14697278921688,0.442107276685096,0.05
1.19649979580446,0.309472000702857,-0.484193208922943,-0.00176380457457342,1.39421101320054,0.1
0,0,0,0,1,0.0125
0,0,-1,-1,-1,0.0125
1,0,1,0,-1,0.025
-0.821052371255744,-0.119274926659697,-0.83314061222783,0.447028915509891,0.523826098765838,0.00625
0,0,1,0,0,0.05
0,-1,0,-1,0,0.00625
1,1,0,1,-1,0.05
1.26088162246358,1.03734045583258,0.285218366231338,0.0178193164418803,-1.11876924868694,0.1
0,1,0,-1,-1,0.1
-0.475040771643795,-0.115588636841562,-1.07948014970482,-1.17531744182391,-0.879563425811893,0.1
-1.01725435245006,2.45415049177251,-0.112744085005313,1.01303760529957,-1.17189517405965,0.0125
-0.520902484226197,1.56036532842836,0.255719862961707,-0.0962944579966497,0.0506255164900459,0.05
1,0,0,1,-1,0.1
0,0,1,-1,-1,0.00625
0,1,0,1,1,0.0125
-1.05425709885913,0.841493294502977,0.692045629925638,-2.09937246872595,0.163070057712876,0.025
0,1,0,1,0,0.05
-0.0765738034861847,1.28173582761108,0.0618532598000248,1.13776096844771,0.448296175578731,0.00625
0,0,0,-1,-1,0.025
0,0,0,0,-1,0.1
1.10025323274124,2.0766802658681,1.64984663752064,0.897570227399335,0.433940944576112,0.00625
0.803095392751858,1.4302251662293,0.0409306193784085,-0.201942184192156,1.10133973721396,0.1
0,0,-1,0,1,0.05
1.02136265845205,1.36161522353899,0.28082458629163,1.37433767689801,1.40114834224785,0.1
0,0,1,0,1,0.1
0,0,0,1,0,0.1
0.756940087160674,-0.693898518590679,0.646536073609114,-1.42963752176102,1.57058957378502,0.0125
-1.08202627203659,-0.569993821953484,-0.193497171510673,2.10182224829593,-1.88887122743511,0.1
-0.246324302290001,-0.645439780211789,0.235110899657226,-0.492290906370414,1.21980308864135,0.05
0,-1,0,0,-1,0.05
0.30959699510098,0.321402445471644,2.14685639917566,0.300142381861068,0.311705236328437,0.0125
0.860759458214067,-0.765684568791828,0.573803881777344,-0.348262522216591,-1.55872284582542,0.0125
-1.41946978437913,0.468219636807238,1.32992391508012,2.30471703618212,0.851428879735412,0.05
0,-1,-1,0,0,0.1
1.75609865812346,-2.65920474506737,-0.451389186651996,0.126226980682459,0.256471354513967,0.025
0.884795805193273,0.328295510920712,0.0814794380561958,1.64352402825613,0.285767753633759,0.00625
0,-1,1,0,1,0.025
0,-1,0,-1,1,0.00625
0,0,0,1,-1,0.025
0,0,0,1,0,0.1
1.00777077735134,-0.707932110231126,-0.685697166960407,-0.516089655028815,-1.1450944729565,0.1
0,-1,-1,-1,-1,0.1
0,0,-1,-1,-1,0.0125
0,0,-1,-1,-1,0.1
0,0,0,-1,1,0.05
-0.525418353675193,-0.435971520794844,-1.87232029610555,-0.553299910510417,-0.40196919230068,0.1
0,0,0,0,-1,0.05
0,0,-1,1,-1,0.025
0.388677126973019,0.843258159096258,-1.28075936616078,1.19145539858612,-0.573821653458206,0.0125
0.308465515003744,-0.95900169814796,-0.339700369850252,-0.0096127090791106,0.737542477195503,0.00625
-0.931041552420977,-0.270293638013827,0.3928848391786,1.71556165483518,2.16369486359956,0.00625
0,1,-1,0,0,0.05
0,1,-1,1,1,0.05
-0.616992743379537,-0.852735164694935,-0.57481461519552,-0.551622179215524,-0.804878637290177,0.05
0.954722079715646,-1.25115697866025,0.611517439558498,-1.02905525180081,-0.588792731608531,0.1
0.445688808519501,-0.747946117854162,-0.670976245798129,0.387533900812797,0.693140318279443,0.00625
-1,0,1,-1,0,0.1
0,0,-1,1,0,0.05
0.354009466964078,-1.22252384680189,0.0907683129646369,0.295493537379287,0.726043027964647,0.025
0,-1,-1,1,0,0.1
1.38643148340507,-0.467578437123404,0.607080597527303,0.619125325859268,-1.68405861308234,0.05
0.301218229681624,-0.899202728051444,-0.599201118383106,1.41191216122892,1.07005853362887,0.00625
0,0,1,0,-1,0.0125
1.80624619168735,1.2273278288266,0.0768106251032773,-0.0712555242859044,2.1421090332104,0.025
0.146302908657116,0.981525006924307,1.23427155127106,0.494804294556723,-0.425276594582559,0.025
0,1,0,0,-1,0.0125
0,0,1,0,0,0.0125
0,0,1,-1,1,0.025
0,0,0,1,0,0.05
1.04553208026061,-1.33857219517743,-0.353272533029153,-0.617397147922853,-0.823634750219272,0.1
0.778035505319858,1.17877047824828,1.95061995067855,-0.274604829624115,-0.168278800911295,0.1
-2.3013476006109,-1.24590531326716,-0.493396611924765,1.69206267423104,-0.629226175758465,0.00625
0,0,0,-1,1,0.025
0,0,1,0,1,0.1
-1,0,0,-1,-1,0.00625
1,0,0,-1,1,0.00625
0.946645251847182,-0.863736256245336,-0.143239109001013,-0.622460170058568,0.935684546716187,0.1
-0.311125014254762,1.39435697622935,1.2689505052205,1.63110449690261,-0.377686257457866,0.025
0.766695913567121,-1.00806326173147,-0.347491379871832,1.14758195466554,0.330966740041057,0.0125
0,0,-1,0,0,0.05
-1.87422563505736,-0.128472970812943,0.0693301968216993,0.563330845884958,1.63646722903734,0.0125
-0.498692612792788,0.819681317987201,-0.0912963366704758,-1.62650003305406,0.572269626465121,0.025
1,-1,-1,0,-1,0.05
