data1,data2,data3,data4,data5,data6
-0.995184726672197,-0.999229036240723,-0.999807240482065,-0.996917333733128,-0.990569340443577,0.00625
0.119364378515658,0.250000000000001,0.428381372890606,0.63026550184937,0.818135621484345,0.025
0.528522093333214,0.477953368534226,0.428381372890605,0.380346866404406,0.334335167983221,0.0125
-0.309016994374947,-0.252491577015157,-0.195090322016128,-0.137012341681967,-0.0784590957278451,0.1
0.962807638771086,0.85806889464449,0.704592985800489,0.528522093333218,0.357060219444154,0.00625
0.418659737537429,0.252491577015156,0.0784590957278462,-0.0980171403295594,-0.271440449865073,0.00625
0.25,0.428381372890602,0.630265501849366,0.818135621484342,0.951655382444443,0.05
0.728553390593274,0.655366304172929,0.579500469890532,0.503148862727441,0.428381372890606,0.0125
0.98078528040323,0.976765881320872,0.972369920397677,0.96759909236026,0.962455236453647,0.0125
-0.831469612302545,-0.852640164354092,-0.872496007072797,-0.891006524188368,-0.908143173825081,0.025
0.156434465040232,0.0392598157590677,-0.0784590957278448,-0.195090322016127,-0.309016994374945,0.00625
0.70459298580049,0.680169716035062,0.655366304172929,0.630265501849368,0.604949687464165,0.05
0.993080468527173,0.996919709440956,0.999229184837002,1,0.999229184837002,0.1
-0.0588708036511888,-0.117537397457837,-0.175796279934355,-0.233445363855905,-0.290284677254463,0.00625
0.85806889464449,0.893976418630743,0.925328113903962,0.951655382444446,0.972560775722385,0.025
-0.649448048330184,-0.664252437911282,-0.678800745532942,-0.693087362545636,-0.707106781186548,0.025
-0.587785252292471,-0.707106781186547,-0.809016994374947,-0.891006524188367,-0.951056516295153,0.0125
-0.760405965600031,-0.842217233716288,-0.908143173825082,-0.956940335732209,-0.987688340595138,0.1
-0.649448048330184,-0.678800745532941,-0.707106781186547,-0.734322509435685,-0.760405965600031,0.05
0.728553390593274,0.774757290930044,0.818135621484342,0.858068894644489,0.893976418630743,0.1
0.0196336924606282,0.0392598157590685,0.0588708036511888,0.0784590957278447,0.0980171403295606,0.05
0.734322509435688,0.842217233716287,0.923879532511287,0.976765881320873,0.999229036240723,0.025
0.230755425403824,0.380346866404408,0.553998300158981,0.728553390593273,0.876560324125891,0.0125
2.37570782822779e-06,3.7894239325333e-05,0.000190855324707688,0.000598866149291646,0.00144858139267508,0.0125
-1,-0.98078528040323,-0.923879532511286,-0.831469612302545,-0.707106781186545,0.00625
0.357060219444154,0.528522093333212,0.704592985800488,0.858068894644487,0.962807638771085,0.1
0.728553390593276,0.925328113903963,1,0.92532811390396,0.728553390593271,0.025
-0.707106781186548,-0.720853596702919,-0.734322509435685,-0.747508326862597,-0.760405965600031,0.05
0.0143513253300134,0.0176461322481378,0.0214466094067263,0.0257922402675486,0.0307216677048793,0.05
0.214309153065054,0.382683432365089,0.539138322911,0.678800745532942,0.797320653772709,0.025
-0.987688340595137,-0.951056516295154,-0.891006524188367,-0.809016994374947,-0.707106781186548,0.00625
0.996919709440956,0.951655382444446,0.858068894644489,0.728553390593274,0.579500469890533,0.00625
-0.364470499879149,-0.522498564715948,-0.664252437911281,-0.785316930880742,-0.881921264348355,0.00625
-0.987688340595137,-0.944806046466878,-0.872496007072797,-0.773010453362737,-0.649448048330182,0.0125
0.156434465040229,0.0196336924606265,-0.117537397457839,-0.252491577015159,-0.38268343236509,0.1
0.505657373377985,0.488621241496955,0.471396736825998,0.453990499739547,0.436409240673342,0.025
0.579500469890531,0.604949687464165,0.630265501849369,0.655366304172928,0.680169716035063,0.00625
0.707106781186549,0.831469612302546,0.923879532511287,0.98078528040323,1,0.00625
-0.734322509435686,-0.760405965600031,-0.785316930880745,-0.809016994374947,-0.831469612302545,0.1
0.925328113903961,0.962807638771085,0.987726234834463,0.999229184837002,0.996919709440956,0.1
0.0570019051745822,0.0424802495568948,0.0307216677048792,0.0214466094067262,0.0143513253300133,0.05
0.000955077738761794,0.000598866149291638,0.000352402317437883,0.000190855324707681,9.230136229562e-05,0.0125
1,0.98078528040323,0.923879532511288,0.831469612302545,0.707106781186548,0.0125
-0.693087362545636,-0.707106781186548,-0.720853596702919,-0.734322509435685,-0.747508326862597,0.05
0.899748284052221,0.831469612302545,0.747508326862595,0.649448048330183,0.539138322911,0.1
-0.908143173825081,-0.923879532511287,-0.938191335922484,-0.951056516295154,-0.962455236453647,0.025
0.453007782838742,0.380346866404406,0.312222458679208,0.25,0.19468506122137,0.0125
0.980877581765526,0.85806889464449,0.655366304172932,0.428381372890608,0.230755425403827,0.05
-0.30901699437495,-0.436409240673343,-0.555570233019603,-0.664252437911283,-0.760405965600031,0.05
0.998265610184716,0.999229036240723,0.999807240482065,1,0.999807240482065,0.1
-0.233445363855908,-0.0980171403295605,0.0392598157590677,0.175796279934353,0.309016994374946,0.025
-0.309016994374945,-0.453990499739548,-0.587785252292472,-0.707106781186548,-0.809016994374946,0.025
2.37570782822745e-06,0.000598866149291665,0.00542873029039727,0.0214466094067264,0.0570019051745822,0.025
-0.923879532511287,-0.831469612302546,-0.707106781186549,-0.555570233019605,-0.38268343236509,0.025
0.334335167983219,0.212309409561684,0.119364378515657,0.0570019051745821,0.0214466094067262,0.0125
0.893976418630743,0.910252592953814,0.925328113903962,0.939146413661246,0.951655382444445,0.0125
-0.831469612302545,-0.842217233716287,-0.852640164354092,-0.862734385977792,-0.872496007072797,0.1
0.230755425403825,0.29076850528953,0.357060219444154,0.428381372890606,0.503148862727441,0.0125
0.999229036240723,0.996917333733128,0.993068456954926,0.987688340595138,0.98078528040323,0.00625
0.908143173825082,0.842217233716288,0.760405965600031,0.664252437911283,0.555570233019603,0.1
0.0362723548630948,0.0307216677048793,0.0257922402675485,0.0214466094067262,0.0176461322481378,0.00625
-0.831469612302547,-0.923879532511287,-0.980785280403231,-1,-0.98078528040323,0.025
0.587785252292474,0.678800745532942,0.760405965600031,0.831469612302545,0.891006524188369,0.1
0.92532811390396,0.728553390593272,0.477953368534225,0.25,0.095269936169135,0.025
0.995184726672197,0.999229036240723,0.984426568089891,0.951056516295153,0.899748284052221,0.0125
0.720853596702919,0.734322509435685,0.747508326862597,0.760405965600031,0.773010453362737,0.00625
-0.488621241496955,-0.60355594195357,-0.707106781186548,-0.797320653772706,-0.872496007072797,0.0125
0.488621241496955,0.453990499739546,0.418659737537428,0.38268343236509,0.346117057077492,0.00625
-0.693087362545635,-0.587785252292473,-0.471396736825997,-0.346117057077491,-0.214309153065051,0.00625
-0.0784590957278451,-0.0980171403295608,-0.117537397457838,-0.137012341681968,-0.156434465040231,0.00625
0.327630179561697,0.453990499739546,0.571787960227613,0.678800745532943,0.773010453362738,0.0125
0.25,0.270015241162893,0.29076850528953,0.312222458679209,0.334335167983221,0.0125
0.0196336924606251,-0.156434465040231,-0.327630179561695,-0.488621241496956,-0.634393284163645,0.05
0.00911862710939442,0.0424802495568956,0.119364378515657,0.25,0.428381372890602,0.0125
0.000190855324707679,1.20115722464272e-05,0,1.20115722464272e-05,0.000190855324707679,0.025
0.095269936169138,0.0214466094067261,0.00144858139267507,5.40051985306155e-61,0.00144858139267512,0.05
-0.987688340595137,-0.951056516295153,-0.891006524188367,-0.809016994374947,-0.707106781186547,0.00625
-0.881921264348355,-0.809016994374948,-0.720853596702918,-0.619093949309832,-0.505657373377984,0.0125
